"sciname","TempMin","TempMax","EnvTemp"
"Hydrocynus somonorum",NA,NA,"tropical"
"Hydrocynus tanzaniae",NA,NA,"tropical"
"Hydrocynus vittatus",22,28,"tropical"
"Ladigesia roloffi",22,26,"tropical"
"Lepidarchus adonis",22,26,"tropical"
"Micralestes acutidens",22,26,"tropical"
"Micralestes ambiguus",NA,NA,"tropical"
"Micralestes argyrotaenia",NA,NA,"tropical"
"Micralestes comoensis",NA,NA,"tropical"
"Micralestes congicus",NA,NA,"tropical"
"Micralestes eburneensis",NA,NA,"tropical"
"Micralestes elongatus",22,26,"tropical"
"Micralestes fodori",NA,NA,"tropical"
"Micralestes holargyreus",NA,NA,"tropical"
"Micralestes humilis",23,27,"tropical"
"Micralestes lualabae",NA,NA,"tropical"
"Micralestes occidentalis",22,26,"tropical"
"Micralestes pabrensis",NA,NA,"tropical"
"Micralestes sardina",NA,NA,"tropical"
"Micralestes schelly",NA,NA,"tropical"
"Micralestes stormsi",22,26,"tropical"
"Micralestes vittatus",NA,NA,"tropical"
"Nannopetersius lamberti",NA,NA,"tropical"
"Nannopetersius mutambuei",NA,NA,"tropical"
"Petersius conserialis",22,26,"tropical"
"Phenacogrammus ansorgii",24,28,"tropical"
"Phenacogrammus aurantiacus",NA,NA,"tropical"
"Phenacogrammus bleheri",NA,NA,"tropical"
"Phenacogrammus deheyni",24,27,"tropical"
"Phenacogrammus interruptus",23,26,"tropical"
"Phenacogrammus major",NA,NA,"tropical"
"Phenacogrammus polli",NA,NA,"tropical"
"Phenacogrammus stigmatura",NA,NA,"tropical"
"Phenacogrammus taeniatus",NA,NA,"tropical"
"Phenacogrammus urotaenia",NA,NA,"tropical"
"Rhabdalestes aeratis",NA,NA,"tropical"
"Rhabdalestes brevidorsalis",NA,NA,"tropical"
"Rhabdalestes leleupi",NA,NA,"tropical"
"Rhabdalestes maunensis",NA,NA,"tropical"
"Rhabdalestes rhodesiensis",NA,NA,"tropical"
"Rhabdalestes septentrionalis",22,28,"tropical"
"Rhabdalestes tangensis",23,27,"tropical"
"Rhabdalestes yokai",NA,NA,"tropical"
"Tricuspidalestes caeruleus",NA,NA,"tropical"
"Alopias pelagicus",NA,NA,"tropical"
"Alopias superciliosus",NA,NA,"subtropical"
"Alopias vulpinus",NA,NA,"subtropical"
"Amarsipus carlsbergi",NA,NA,"tropical"
"Ambassis agassizii",NA,NA,"subtropical"
"Ambassis agrammus",22,38,"tropical"
"Ambassis ambassis",NA,NA,"subtropical"
"Ambassis buruensis",22,30,"tropical"
"Ambassis buton",NA,NA,"tropical"
"Ambassis dussumieri",NA,NA,"tropical"
"Ambassis elongata",20,32,"tropical"
"Ambassis fontoynonti",NA,NA,"tropical"
"Ambassis gymnocephalus",22,28,"tropical"
"Ambassis interrupta",NA,NA,"tropical"
"Ambassis jacksoniensis",NA,NA,"subtropical"
"Ambassis kopsii",NA,NA,"tropical"
"Ambassis macleayi",20,32,"tropical"
"Ambassis macracanthus",NA,NA,"tropical"
"Ambassis marianus",NA,NA,"subtropical"
"Ambassis miops",NA,NA,"tropical"
"Ambassis nalua",NA,NA,"tropical"
"Ambassis natalensis",NA,NA,"subtropical"
"Ambassis urotaenia",NA,NA,"tropical"
"Ambassis vachellii",NA,NA,"tropical"
"Chanda nama",NA,NA,"tropical"
"Denariusa australis",22,32,"tropical"
"Gymnochanda filamentosa",23,26,"tropical"
"Gymnochanda flamea",NA,NA,"tropical"
"Gymnochanda limi",NA,NA,"tropical"
"Gymnochanda ploegi",NA,NA,"tropical"
"Gymnochanda verae",NA,NA,"tropical"
"Paradoxodacna piratica",NA,NA,"tropical"
"Parambassis alleni",NA,NA,"tropical"
"Parambassis altipinnis",NA,NA,"tropical"
"Parambassis apogonoides",NA,NA,"tropical"
"Parambassis baculis",18,25,"subtropical"
"Parambassis bistigmata",NA,NA,"tropical"
"Parambassis confinis",22,28,"tropical"
"Parambassis dayi",NA,NA,"tropical"
"Parambassis gulliveri",23,28,"tropical"
"Parambassis lala",NA,NA,"tropical"
"Parambassis macrolepis",NA,NA,"tropical"
"Parambassis pulcinella",NA,NA,"tropical"
"Parambassis ranga",20,30,"tropical"
"Parambassis siamensis",NA,NA,"tropical"
"Parambassis tenasserimensis",NA,NA,"tropical"
"Parambassis thomassi",NA,NA,"tropical"
"Parambassis vollmeri",NA,NA,"tropical"
"Parambassis waikhomi",NA,NA,"tropical"
"Parambassis wolffii",18,25,"tropical"
"Pseudambassis roberti",NA,NA,"tropical"
"Tetracentrum apogonoides",23,28,"tropical"
"Tetracentrum caudovittatus",22,26,"tropical"
"Tetracentrum honessi",22,26,"tropical"
"Amblyceps apangi",NA,NA,"tropical"
"Amblyceps arunchalensis",NA,NA,"subtropical"
"Amblyceps caecutiens",NA,NA,"tropical"
"Amblyceps carinatum",NA,NA,"tropical"
"Amblyceps cerinum",NA,NA,"tropical"
"Amblyceps foratum",NA,NA,"tropical"
"Amblyceps kurzii",NA,NA,"tropical"
"Amblyceps laticeps",NA,NA,"tropical"
"Amblyceps macropterus",NA,NA,"subtropical"
"Amblyceps mangois",NA,NA,"tropical"
"Amblyceps murraystuarti",NA,NA,"tropical"
"Amblyceps platycephalus",NA,NA,"tropical"
"Amblyceps protentum",NA,NA,"tropical"
"Amblyceps serratum",NA,NA,"tropical"
"Amblyceps tenuispinis",NA,NA,"subtropical"
"Amblyceps torrentis",NA,NA,"tropical"
"Amblyceps tuberculatum",NA,NA,"tropical"
"Amblyceps variegatum",NA,NA,"tropical"
"Liobagrus aequilabris",NA,NA,"temperate"
"Liobagrus andersoni",NA,NA,"temperate"
"Liobagrus anguillicauda",NA,NA,"temperate"
"Liobagrus formosanus",NA,NA,"subtropical"
"Liobagrus kingi",NA,NA,"temperate"
"Liobagrus marginatoides",NA,NA,"temperate"
"Liobagrus marginatus",NA,NA,"temperate"
"Liobagrus mediadiposalis",NA,NA,"temperate"
"Liobagrus nigricauda",NA,NA,"subtropical"
"Liobagrus obesus",NA,NA,"temperate"
"Liobagrus reinii",NA,NA,"temperate"
"Liobagrus somjinensis",NA,NA,"tropical"
"Liobagrus styani",NA,NA,"temperate"
"Nahangbagrus songamensis",NA,NA,"tropical"
"Xiurenbagrus gigas",NA,NA,"tropical"
"Xiurenbagrus xiurenensis",NA,NA,"subtropical"
"Amblyopsis hoosieri",NA,NA,"temperate"
"Amblyopsis rosae",NA,NA,"temperate"
"Amblyopsis spelaea",NA,NA,"temperate"
"Chologaster cornuta",NA,NA,"temperate"
"Forbesichthys agassizii",NA,NA,"temperate"
"Speoplatyrhinus poulsoni",NA,NA,"temperate"
"Typhlichthys subterraneus",NA,NA,"temperate"
"Amia calva",15,20,"temperate"
"Ammodytes americanus",NA,NA,"temperate"
"Ammodytes dubius",NA,NA,"polar"
"Ammodytes hexapterus",NA,NA,"temperate"
"Ammodytes marinus",NA,NA,"temperate"
"Ammodytes marinus",NA,NA,"temperate"
"Ammodytes marinus",NA,NA,"temperate"
"Ammodytes marinus",NA,NA,"temperate"
"Ammodytes personatus",NA,NA,"temperate"
"Ammodytes tobianus",NA,NA,"temperate"
"Ammodytes tobianus",NA,NA,"temperate"
"Ammodytes tobianus",NA,NA,"temperate"
"Ammodytoides gilli",NA,NA,"tropical"
"Ammodytoides idai",NA,NA,"tropical"
"Ammodytoides kanazawai",NA,NA,"temperate"
"Ammodytoides kimurai",NA,NA,"temperate"
"Ammodytoides leptus",NA,NA,"tropical"
"Ammodytoides praematura",NA,NA,"tropical"
"Ammodytoides pylei",NA,NA,"tropical"
"Ammodytoides renniei",NA,NA,"tropical"
"Ammodytoides vagus",NA,NA,"subtropical"
"Ammodytoides xanthops",NA,NA,"tropical"
"Bleekeria kallolepis",NA,NA,"tropical"
"Bleekeria mitsukurii",NA,NA,"tropical"
"Bleekeria murtii",NA,NA,"tropical"
"Bleekeria viridianguilla",NA,NA,"tropical"
"Gymnammodytes capensis",NA,NA,"tropical"
"Gymnammodytes cicerelus",NA,NA,"subtropical"
"Gymnammodytes semisquamatus",NA,NA,"temperate"
"Hyperoplus immaculatus",NA,NA,"temperate"
"Hyperoplus lanceolatus",NA,NA,"temperate"
"Lepidammodytes macrophthalmus",NA,NA,"tropical"
"Protammodytes brachistos",NA,NA,"temperate"
"Protammodytes sarisa",NA,NA,"tropical"
"Amphilius atesuensis",18,22,"tropical"
"Amphilius athiensis",NA,NA,"tropical"
"Amphilius brevis",NA,NA,"tropical"
"Amphilius caudosignatus",NA,NA,"tropical"
"Amphilius chalei",NA,NA,"tropical"
"Amphilius cryptobullatus",NA,NA,"tropical"
"Amphilius dimonikensis",NA,NA,"tropical"
"Amphilius grandis",NA,NA,"tropical"
"Amphilius jacksonii",20,24,"tropical"
"Amphilius kakrimensis",NA,NA,"tropical"
"Amphilius kivuensis",NA,NA,"tropical"
"Amphilius korupi",NA,NA,"tropical"
"Amphilius krefftii",NA,NA,"tropical"
"Amphilius lamani",NA,NA,"tropical"
"Amphilius lampei",NA,NA,"tropical"
"Amphilius laticaudatus",NA,NA,"tropical"
"Amphilius lentiginosus",NA,NA,"tropical"
"Amphilius longirostris",NA,NA,"tropical"
"Amphilius maesii",NA,NA,"tropical"
"Amphilius mamonekenensis",NA,NA,"tropical"
"Amphilius natalensis",NA,NA,"tropical"
"Amphilius nigricaudatus",NA,NA,"tropical"
"Amphilius opisthophthalmus",NA,NA,"tropical"
"Amphilius platychir",NA,NA,"tropical"
"Amphilius pulcher",NA,NA,"tropical"
"Amphilius rheophilus",NA,NA,"tropical"
"Amphilius uranoscopus",20,25,"tropical"
"Amphilius zairensis",NA,NA,"tropical"
"Andersonia leptura",NA,NA,"tropical"
"Belonoglanis brieni",20,25,"tropical"
"Belonoglanis tenuis",24,28,"tropical"
"Congoglanis alula",NA,NA,"tropical"
"Congoglanis howesi",NA,NA,"tropical"
"Congoglanis inga",NA,NA,"tropical"
"Congoglanis sagitta",NA,NA,"tropical"
"Dolichamphilius brieni",NA,NA,"tropical"
"Dolichamphilius longiceps",NA,NA,"tropical"
"Doumea angolensis",NA,NA,"tropical"
"Doumea chappuisi",NA,NA,"tropical"
"Doumea gracila",NA,NA,"tropical"
"Doumea reidi",NA,NA,"tropical"
"Doumea sanaga",NA,NA,"tropical"
"Doumea skeltoni",NA,NA,"tropical"
"Doumea stilicauda",NA,NA,"tropical"
"Doumea thysi",NA,NA,"tropical"
"Doumea typica",NA,NA,"tropical"
"Leptoglanis bouilloni",NA,NA,"tropical"
"Leptoglanis xenognathus",NA,NA,"tropical"
"Paramphilius baudoni",NA,NA,"tropical"
"Paramphilius firestonei",NA,NA,"tropical"
"Paramphilius teugelsi",NA,NA,"tropical"
"Paramphilius trichomycteroides",NA,NA,"tropical"
"Phractura ansorgii",20,24,"tropical"
"Phractura bovei",NA,NA,"tropical"
"Phractura brevicauda",22,26,"tropical"
"Phractura clauseni",23,27,"tropical"
"Phractura fasciata",NA,NA,"tropical"
"Phractura gladysae",NA,NA,"tropical"
"Phractura intermedia",NA,NA,"tropical"
"Phractura lindica",NA,NA,"tropical"
"Phractura longicauda",23,28,"tropical"
"Phractura macrura",NA,NA,"tropical"
"Phractura scaphyrhynchura",NA,NA,"tropical"
"Phractura stiassny",NA,NA,"tropical"
"Phractura tenuicauda",NA,NA,"tropical"
"Psammphiletria delicata",NA,NA,"tropical"
"Psammphiletria nasuta",NA,NA,"tropical"
"Tetracamphilius angustifrons",NA,NA,"tropical"
"Tetracamphilius clandestinus",NA,NA,"tropical"
"Tetracamphilius notatus",NA,NA,"tropical"
"Tetracamphilius pectinatus",NA,NA,"tropical"
"Trachyglanis ineac",NA,NA,"tropical"
"Trachyglanis intermedius",NA,NA,"tropical"
"Trachyglanis minutus",NA,NA,"tropical"
"Trachyglanis sanghensis",NA,NA,"tropical"
"Zaireichthys brevis",NA,NA,"tropical"
"Zaireichthys camerunensis",NA,NA,"tropical"
"Zaireichthys compactus",NA,NA,"tropical"
"Zaireichthys conspicuus",NA,NA,"tropical"
"Zaireichthys dorae",NA,NA,"tropical"
"Zaireichthys flavomaculatus",NA,NA,"tropical"
"Zaireichthys heterurus",NA,NA,"tropical"
"Zaireichthys kafuensis",NA,NA,"tropical"
"Zaireichthys kavangoensis",NA,NA,"tropical"
"Zaireichthys kunenensis",NA,NA,"tropical"
"Zaireichthys lacustris",NA,NA,"tropical"
"Zaireichthys mandevillei",NA,NA,"tropical"
"Zaireichthys maravensis",NA,NA,"tropical"
"Zaireichthys monomotapa",NA,NA,"tropical"
"Zaireichthys pallidus",NA,NA,"tropical"
"Zaireichthys rotundiceps",22,25,"tropical"
"Zaireichthys wamiensis",NA,NA,"tropical"
"Zaireichthys zonatus",NA,NA,"tropical"
"Anabas cobojius",22,28,"tropical"
"Anabas testudineus",22,30,"tropical"
"Ctenopoma acutirostre",20,25,"tropical"
"Ctenopoma ashbysmithi",NA,NA,"tropical"
"Ctenopoma gabonense",NA,NA,"tropical"
"Ctenopoma garuanum",NA,NA,"tropical"
"Ctenopoma houyi",NA,NA,"tropical"
"Ctenopoma kingsleyae",22,28,"tropical"
"Ctenopoma maculatum",22,28,"tropical"
"Ctenopoma multispine",24,27,"tropical"
"Ctenopoma muriei",23,28,"tropical"
"Ctenopoma nebulosum",24,NA,"tropical"
"Ctenopoma nigropannosum",24,27,"tropical"
"Ctenopoma ocellatum",24,28,"tropical"
"Ctenopoma pellegrini",22,27,"tropical"
"Ctenopoma petherici",22,26,"tropical"
"Ctenopoma riggenbachi",NA,NA,"tropical"
"Ctenopoma togoensis",NA,NA,"tropical"
"Ctenopoma weeksii",24,28,"tropical"
"Microctenopoma ansorgii",26,28,"tropical"
"Microctenopoma congicum",23,27,"tropical"
"Microctenopoma damasi",26,30,"tropical"
"Microctenopoma fasciolatum",24,28,"tropical"
"Microctenopoma intermedium",24,NA,"tropical"
"Microctenopoma lineatum",NA,NA,"tropical"
"Microctenopoma milleri",NA,NA,"tropical"
"Microctenopoma nanum",18,24,"tropical"
"Microctenopoma nigricans",NA,NA,"tropical"
"Microctenopoma ocellifer",NA,NA,"tropical"
"Microctenopoma pekkolai",NA,NA,"tropical"
"Microctenopoma uelense",NA,NA,"tropical"
"Sandelia bainsii",18,22,"subtropical"
"Sandelia capensis",18,22,"subtropical"
"Anableps anableps",24,28,"tropical"
"Anableps dowei",24,28,"tropical"
"Anableps microlepis",NA,NA,"tropical"
"Jenynsia alternimaculata",NA,NA,"tropical"
"Jenynsia diphyes",NA,NA,"tropical"
"Jenynsia eigenmanni",NA,NA,"temperate"
"Jenynsia eirmostigma",NA,NA,"temperate"
"Jenynsia lineata",18,23,"subtropical"
"Jenynsia luxata",NA,NA,"tropical"
"Jenynsia maculata",NA,NA,"temperate"
"Jenynsia multidentata",NA,NA,"temperate"
"Jenynsia obscura",NA,NA,"temperate"
"Jenynsia onca",NA,NA,"tropical"
"Jenynsia sanctaecatarinae",25,NA,"subtropical"
"Jenynsia tucumana",NA,NA,"tropical"
"Jenynsia unitaenia",NA,NA,"temperate"
"Jenynsia weitzmani",NA,NA,"subtropical"
"Oxyzygonectes dovii",27,30,"tropical"
"Anacanthobatis americana",NA,NA,"deep-water"
"Anacanthobatis donghaiensis",NA,NA,"deep-water"
"Anacanthobatis folirostris",NA,NA,"deep-water"
"Anacanthobatis longirostris",NA,NA,"deep-water"
"Anacanthobatis marmorata",NA,NA,"deep-water"
"Anacanthobatis nanhaiensis",NA,NA,"deep-water"
"Indobatis ori",NA,NA,"deep-water"
"Sinobatis borneensis",NA,NA,"deep-water"
"Sinobatis bulbicauda",NA,NA,"tropical"
"Sinobatis caerulea",NA,NA,"tropical"
"Sinobatis filicauda",NA,NA,"tropical"
"Sinobatis melanosoma",NA,NA,"deep-water"
"Sinobatis stenosoma",NA,NA,"deep-water"
"Anarhichas denticulatus",NA,NA,"polar"
"Anarhichas lupus",NA,NA,"temperate"
"Anarhichas minor",NA,NA,"temperate"
"Anarhichas orientalis",NA,NA,"temperate"
"Anarrhichthys ocellatus",NA,NA,"temperate"
"Ancharius fuscus",NA,NA,"tropical"
"Ancharius griseus",NA,NA,"tropical"
"Gogo arcuatus",NA,NA,"tropical"
"Gogo atratus",NA,NA,"tropical"
"Gogo brevibarbis",NA,NA,"tropical"
"Gogo ornatus",NA,NA,"temperate"
"Anguilla anguilla",4,20,"temperate"
"Anguilla anguilla",NA,NA,"temperate"
"Anguilla australis australis",NA,NA,"subtropical"
"Anguilla australis schmidtii",NA,NA,"tropical"
"Anguilla bengalensis",NA,NA,"tropical"
"Anguilla bicolor",NA,NA,"tropical"
"Anguilla borneensis",NA,NA,"tropical"
"Anguilla breviceps",NA,NA,"subtropical"
"Anguilla celebesensis",NA,NA,"tropical"
"Anguilla dieffenbachii",NA,NA,"subtropical"
"Anguilla interioris",NA,NA,"tropical"
"Anguilla japonica",4,27,"subtropical"
"Anguilla labiata",NA,NA,"tropical"
"Anguilla luzonensis",NA,NA,"tropical"
"Anguilla malgumora",NA,NA,"tropical"
"Anguilla marmorata",NA,NA,"tropical"
"Anguilla megastoma",NA,NA,"tropical"
"Anguilla mossambica",NA,NA,"tropical"
"Anguilla nebulosa",NA,NA,"tropical"
"Anguilla obscura",NA,NA,"tropical"
"Anguilla reinhardtii",NA,NA,"tropical"
"Anguilla rostrata",4,25,"subtropical"
"Neoanguilla nepalensis",NA,NA,"subtropical"
"Anomalops katoptron",NA,NA,"tropical"
"Kryptophanaron alfredi",NA,NA,"tropical"
"Parmops coruscans",NA,NA,"tropical"
"Parmops echinatus",NA,NA,"deep-water"
"Photoblepharon palpebratum",NA,NA,"tropical"
"Photoblepharon steinitzi",NA,NA,"tropical"
"Phthanophaneron harveyi",NA,NA,"subtropical"
"Protoblepharon mccoskeri",NA,NA,"subtropical"
"Protoblepharon rosenblatti",NA,NA,"tropical"
"Anoplogaster brachycera",NA,NA,"deep-water"
"Anoplogaster cornuta",NA,NA,"deep-water"
"Anoplopoma fimbria",NA,NA,"deep-water"
"Erilepis zonifer",NA,NA,"deep-water"
"Abramites eques",NA,NA,"tropical"
"Abramites hypselonotus",23,27,"tropical"
"Anostomoides atrianalis",NA,NA,"tropical"
"Anostomoides laticeps",NA,NA,"tropical"
"Anostomoides passionis",NA,NA,"tropical"
"Anostomus anostomus",22,28,"tropical"
"Anostomus brevior",NA,NA,"tropical"
"Anostomus longus",NA,NA,"tropical"
"Anostomus ternetzi",24,28,"tropical"
"Anostomus ucayalensis",NA,NA,"tropical"
"Gnathodolus bidens",NA,NA,"tropical"
"Hypomasticus despaxi",NA,NA,"tropical"
"Hypomasticus garmani",NA,NA,"tropical"
"Hypomasticus julii",NA,NA,"tropical"
"Hypomasticus lineomaculatus",NA,NA,"tropical"
"Hypomasticus megalepis",22,27,"tropical"
"Hypomasticus mormyrops",NA,NA,"tropical"
"Hypomasticus pachycheilus",NA,NA,"tropical"
"Hypomasticus thayeri",NA,NA,"tropical"
"Laemolyta fasciata",NA,NA,"tropical"
"Laemolyta fernandezi",NA,NA,"tropical"
"Laemolyta garmani",NA,NA,"tropical"
"Laemolyta macra",NA,NA,"tropical"
"Laemolyta nitens",NA,NA,"tropical"
"Laemolyta orinocensis",NA,NA,"tropical"
"Laemolyta proxima",NA,NA,"tropical"
"Laemolyta taeniata",24,28,"tropical"
"Laemolyta varia",NA,NA,"tropical"
"Leporellus cartledgei",NA,NA,"tropical"
"Leporellus pictus",NA,NA,"tropical"
"Leporellus retropinnis",NA,NA,"subtropical"
"Leporellus vittatus",22,25,"tropical"
"Leporinus acutidens",NA,NA,"tropical"
"Leporinus affinis",23,27,"tropical"
"Leporinus agassizii",NA,NA,"tropical"
"Leporinus alternus",NA,NA,"tropical"
"Leporinus amae",NA,NA,"tropical"
"Leporinus amazonicus",NA,NA,"tropical"
"Leporinus amblyrhynchus",NA,NA,"tropical"
"Leporinus apollo",NA,NA,"tropical"
"Leporinus arcus",NA,NA,"tropical"
"Leporinus aripuanaensis",NA,NA,"tropical"
"Leporinus badueli",NA,NA,"tropical"
"Leporinus bahiensis",NA,NA,"subtropical"
"Leporinus bimaculatus",NA,NA,"tropical"
"Leporinus bistriatus",NA,NA,"tropical"
"Leporinus bleheri",NA,NA,"tropical"
"Leporinus boehlkei",NA,NA,"tropical"
"Leporinus brinco",NA,NA,"tropical"
"Leporinus britskii",NA,NA,"tropical"
"Leporinus brunneus",NA,NA,"tropical"
"Leporinus conirostris",NA,NA,"tropical"
"Leporinus copelandii",NA,NA,"tropical"
"Leporinus cylindriformis",NA,NA,"tropical"
"Leporinus desmotes",22,26,"tropical"
"Leporinus ecuadorensis",NA,NA,"tropical"
"Leporinus elongatus",NA,NA,"subtropical"
"Leporinus falcipinnis",NA,NA,"tropical"
"Leporinus fasciatus",22,26,"tropical"
"Leporinus friderici",23,26,"subtropical"
"Leporinus geminis",NA,NA,"tropical"
"Leporinus gomesi",NA,NA,"tropical"
"Leporinus gossei",NA,NA,"tropical"
"Leporinus granti",22,29,"tropical"
"Leporinus guttatus",NA,NA,"tropical"
"Leporinus holostictus",NA,NA,"tropical"
"Leporinus jamesi",NA,NA,"tropical"
"Leporinus jatuncochi",NA,NA,"tropical"
"Leporinus klausewitzi",NA,NA,"tropical"
"Leporinus lacustris",22,27,"tropical"
"Leporinus lebaili",NA,NA,"tropical"
"Leporinus leschenaulti",NA,NA,"tropical"
"Leporinus macrocephalus",NA,NA,"tropical"
"Leporinus maculatus",22,26,"tropical"
"Leporinus marcgravii",NA,NA,"tropical"
"Leporinus melanopleura",NA,NA,"tropical"
"Leporinus melanopleurodes",NA,NA,"tropical"
"Leporinus melanostictus",NA,NA,"tropical"
"Leporinus microphthalmus",NA,NA,"tropical"
"Leporinus moralesi",22,26,"tropical"
"Leporinus multifasciatus",NA,NA,"tropical"
"Leporinus muyscorum",NA,NA,"tropical"
"Leporinus nattereri",NA,NA,"tropical"
"Leporinus niceforoi",NA,NA,"tropical"
"Leporinus nigrotaeniatus",23,26,"tropical"
"Leporinus nijsseni",NA,NA,"tropical"
"Leporinus obtusidens",NA,NA,"subtropical"
"Leporinus octofasciatus",NA,NA,"tropical"
"Leporinus octomaculatus",NA,NA,"tropical"
"Leporinus ortomaculatus",NA,NA,"tropical"
"Leporinus pachyurus",NA,NA,"tropical"
"Leporinus parae",NA,NA,"tropical"
"Leporinus paralternus",NA,NA,"tropical"
"Leporinus paranensis",NA,NA,"tropical"
"Leporinus parvulus",NA,NA,"tropical"
"Leporinus pearsoni",NA,NA,"tropical"
"Leporinus pellegrinii",25,26,"tropical"
"Leporinus piau",NA,NA,"tropical"
"Leporinus piavussu",NA,NA,"tropical"
"Leporinus pitingai",NA,NA,"tropical"
"Leporinus platycephalus",NA,NA,"subtropical"
"Leporinus punctatus",NA,NA,"tropical"
"Leporinus reinhardti",NA,NA,"tropical"
"Leporinus reticulatus",NA,NA,"tropical"
"Leporinus santosi",NA,NA,"tropical"
"Leporinus sexstriatus",NA,NA,"tropical"
"Leporinus spilopleura",NA,NA,"tropical"
"Leporinus steindachneri",NA,NA,"tropical"
"Leporinus steyermarki",22,26,"tropical"
"Leporinus striatus",22,26,"tropical"
"Leporinus subniger",NA,NA,"tropical"
"Leporinus taeniatus",NA,NA,"tropical"
"Leporinus taeniofasciatus",NA,NA,"tropical"
"Leporinus tigrinus",NA,NA,"tropical"
"Leporinus trifasciatus",NA,NA,"tropical"
"Leporinus trimaculatus",NA,NA,"tropical"
"Leporinus uatumaensis",NA,NA,"tropical"
"Leporinus unitaeniatus",NA,NA,"tropical"
"Leporinus vanzoi",NA,NA,"tropical"
"Leporinus venerei",NA,NA,"tropical"
"Leporinus wolfei",23,28,"tropical"
"Leporinus y-ophorus",NA,NA,"tropical"
"Petulanos intermedius",NA,NA,"tropical"
"Petulanos plicatus",24,28,"tropical"
"Petulanos spiloclistron",24,28,"tropical"
"Pseudanos gracilis",24,26,"tropical"
"Pseudanos irinae",NA,NA,"tropical"
"Pseudanos trimaculatus",23,27,"tropical"
"Pseudanos varii",NA,NA,"tropical"
"Pseudanos winterbottomi",NA,NA,"tropical"
"Rhytiodus argenteofuscus",NA,NA,"tropical"
"Rhytiodus elongatus",NA,NA,"subtropical"
"Rhytiodus lauzannei",NA,NA,"tropical"
"Rhytiodus microlepis",NA,NA,"tropical"
"Sartor elongatus",NA,NA,"tropical"
"Sartor respectus",NA,NA,"subtropical"
"Sartor tucuruiense",NA,NA,"tropical"
"Schizodon altoparanae",NA,NA,"tropical"
"Schizodon australis",NA,NA,"tropical"
"Schizodon borellii",NA,NA,"tropical"
"Schizodon corti",NA,NA,"tropical"
"Schizodon dissimilis",NA,NA,"tropical"
"Schizodon fasciatus",22,28,"tropical"
"Schizodon intermedius",NA,NA,"tropical"
"Schizodon isognathus",NA,NA,"tropical"
"Schizodon jacuiensis",NA,NA,"tropical"
"Schizodon knerii",NA,NA,"tropical"
"Schizodon nasutus",NA,NA,"tropical"
"Schizodon platae",NA,NA,"temperate"
"Schizodon rostratus",NA,NA,"tropical"
"Schizodon scotorhabdotus",NA,NA,"tropical"
"Schizodon succinctus",NA,NA,"subtropical"
"Schizodon vittatus",NA,NA,"tropical"
"Synaptolaemus cingulatus",NA,NA,"tropical"
"Synaptolaemus latofasciatus",NA,NA,"tropical"
