sciname,aveK,aveTLinf,logTLinf,avephi1,aveKphi
Pleuronichthys cornutus,0.236,31.655845,3.000907822,2.324341855,0.2105882
Plicofollis dussumieri,0.167,103,4.025674449,3.248390921,0.167
Plicofollis tenuispinis,0.211,82,3.827627705,3.15191016,0.211
Plotosus lineatus,0.447,27.7,2.884959538,2.53498528,0.446710069
Poecilia reticulata,4.54625,3.7,1.136403448,1.630342087,3.118448951
Pogonias cromis,0.1414,99.24,3.993373511,3.06662607,0.118372974
Pollachius pollachius,0.186,85.6,3.864947529,3.134460474,0.186
Pollachius virens,0.145181818,119.9727273,4.158165063,3.276148614,0.13121502
Polydactylus multiradiatus,0.157,36.8,3.131695637,2.32759529,0.157
Polydactylus octonemus,2.545,21.25,2.654717869,3.05268374,2.500148881
Polydactylus quadrifilis,0.34,130.72847,4.232740357,3.764219274,0.34
Polymixia nobilis,0.21,41.15,3.228739679,2.532460734,0.201243126
Polymixia yuri,0.197,25.9,2.826599528,2.121065754,0.197
Polyodon spathula,0.286666667,130.2,4.229221968,3.602918244,0.236426566
Polyprion americanus,0.071166667,135.1666667,4.261739208,3.070751685,0.064418777
Polyprion oxygeneios,0.122342857,125.4571429,4.196990786,3.20677409,0.102278254
Polypterus senegalus,0.557,29.1232,2.928478185,2.674333381,0.557
Polysteganus undulosus,0.246666667,95.2,3.957273897,3.340488451,0.241665444
Pomacanthus maculosus,0.4,31,2.982723388,2.503489715,0.331715929
Pomacanthus paru,0.214,47.4,3.351556683,2.681970457,0.214
Pomacentrus moluccensis,0.528,5.90513,1.542458926,1.265092848,0.528
Pomacentrus wardi,0.513,7.2,1.714664993,1.424782358,0.513
Pomadasys argenteus,0.380428571,61.14285714,3.572691458,3.125162034,0.356837572
Pomadasys argyreus,0.768,14.76,2.338172715,2.215294444,0.753566753
Pomadasys commersonnii,0.225666667,85.4,3.862915741,3.100777954,0.172926763
Pomadasys incisus,0.217,31.5,2.996621108,2.333080841,0.217
Pomadasys jubelini,0.3,45,3.306425028,2.783546282,0.3
Pomadasys kaakan,0.3014,69.16,3.679709969,3.11064818,0.269735564
Pomadasys maculatus,0.455,47.856775,3.359886858,2.769277181,0.256678991
Pomadasys striatus,0.3,21.52174,2.665754761,2.142876016,0.3
Pomatomus saltatrix,0.173,108.4339983,4.070330944,3.276955466,0.160925372
Pomatoschistus lozanoi,0.89,8.6,1.868996902,1.818386909,0.89
Pomatoschistus microps,0.295,11.2,2.098436045,1.568258061,0.295
Pomatoschistus minutus,1.154,8.15,1.822315217,1.868759707,1.11287014
Pomoxis nigromaculatus,0.276909091,42.44545455,3.255662378,2.607170402,0.224650828
Ponticola syrman,0.45,18.8,2.548315699,2.201528212,0.45
Pontinus kuhlii,0.099857143,48.67142857,3.374548187,2.360529865,0.096823701
Porichthys porosissimus,0.2775,36.95,3.135228885,2.578332402,0.277398122
Poromitra crassiceps,0.11,18,2.51054501,1.551937695,0.11
Potamalosa richmondia,0.126,29.4186,2.937244003,2.037614548,0.126
Potamotrygon motoro,0.175,75,3.750122527,2.990194823,0.173809014
Potamotrygon scobina,0.3,71,3.702516697,3.179637952,0.3
Priacanthus arenatus,0.69,47.6,3.355213905,3.194062996,0.69
Priacanthus hamrur,0.673,37.95,3.15842356,2.983379221,0.668275686
Priacanthus macracanthus,0.653111111,36.48888889,3.124321278,2.742691748,0.415308165
Priacanthus tayenus,0.789,30.522558,2.969241855,2.844476366,0.750299246
Prionace glauca,0.13672381,328.2695238,5.03246113,4.134195961,0.126396437
Prionotus albirostris,1.021,19.1,2.562066734,2.571092477,1.021
Prionotus carolinus,0.3,30.9,2.979916959,2.457038214,0.3
Prionotus evolans,0.29,34.5,3.07563819,2.538036188,0.29
Prionotus punctatus,0.13,42.3,3.252680735,2.366624087,0.13
Prionotus stephanophrys,0.1955,36.4,3.122202767,2.405692898,0.192083531
Pristipomoides argyrogrammicus,0.5,24,2.760422483,2.459392488,0.5
Pristipomoides auricilla,0.357,43.7,3.280962874,2.83363109,0.357
Pristipomoides filamentosus,0.251142857,79.95858786,3.805730231,3.149174318,0.220518021
Pristipomoides flavipinnis,0.432666667,50.9,3.413435565,2.984732959,0.372646799
Pristipomoides multidens,0.243833333,67.260895,3.655525284,3.023801359,0.233494188
Pristipomoides sieboldii,0.351,49.9,3.396201091,2.941508208,0.351
Pristipomoides typus,0.254,63.6,3.606914231,3.011747948,0.254
Pristipomoides zonatus,0.568,45.3,3.312196404,2.950480664,0.434794718
Pristis perotteti,0.089,456,5.317929685,4.267319692,0.089
Pristolepis fasciata,0.44,32,3.010299957,2.653752633,0.44
Pristotis obtusirostris,0.8,17,2.460897843,2.36398783,0.8
Prochilodus brevis,0.57,47,3.344195716,3.100070572,0.57
Prochilodus lineatus,0.415545455,56.97994727,3.511444086,3.085047859,0.374631053
Prochilodus magdalenae,0.32,58.99999667,3.541703974,3.034212491,0.310819686
Prochilodus nigricans,0.475,63,3.598681099,3.272028165,0.471353858
Prochilodus reticulatus,0.2,41,3.225567713,2.526597709,0.2
Proeutropiichthys taakree,0.27,47.1,3.346041814,2.777405578,0.27
Promethichthys prometheus,0.175,93.8,3.944405677,3.187264416,0.174927762
Pronotogrammus martinicensis,0.641,10.63,2.053066529,1.859924559,0.641
Prosopium abyssicola,0.2,23.9,2.756795802,2.057825798,0.2
Prosopium coulterii,0.55,20.7,2.631940691,2.37230338,0.55
Prosopium cylindraceum,0.219,48.33,3.36843359,2.668617593,0.199610785
Prosopium gemmifer,0.39,20.2,2.610702739,2.201767346,0.39
Prosopium spilonotus,0.14,56,3.496376054,2.64250409,0.14
Prosopium williamsoni,0.161,38.3,3.166397548,2.373223424,0.161
Protonibea diacanthus,0.333,119.3333333,4.153523544,3.672323839,0.33021766
Protosalanx hyalocranius,2.345,21.15,2.650620743,3.006108863,2.267191055
Prototroctes maraena,0.4355,28.05,2.895865731,2.534566228,0.435211634
Psenopsis anomala,0.439,25.9,2.826599528,2.454390218,0.424414966
Psettodes erumei,0.429285714,53.25714286,3.452755727,3.041780711,0.388172696
Pseudanthias squamipinnis,0.602,16.8,2.450618563,2.230215055,0.602
Pseudaphritis urvillii,0.39,36,3.112605002,2.703669609,0.39
Pseudapocryptes elongatus,0.65,26,2.829946696,2.642860053,0.65
Pseudaspius leptocephalus,0.1,86.7,3.876038195,2.876038195,0.1
Pseudobalistes flavimarginatus,0.49,62.92135,3.597596064,3.287792144,0.49
Pseudobarbus afer,0.173,9.55,1.960006743,1.198052846,0.173
Pseudobarbus asper,0.262,9.23,1.930403402,1.348704693,0.262
Pseudobathylagus milleri,0.45,18.8,2.548315699,2.201528212,0.45
Pseudocaranx dentex,0.21875,49.1656625,3.383323791,2.68340523,0.19956365
Pseudochaenichthys georgianus,0.2795,58.5,3.534311732,2.974819911,0.275745338
Pseudochondrostoma polylepis,0.18,26.8,2.856269588,2.111542093,0.18
Pseudocrenilabrus philander,1.62,8.4,1.848558572,2.058073587,1.62
Pseudocyttus maculatus,0.100666667,45.13333333,3.308994819,2.229532875,0.08327949
Pseudophoxinus antalyae,0.232,22.6,2.708216878,2.073704863,0.232
Pseudophycis bachus,0.43175,68.1,3.666294224,3.298185091,0.428440845
Pseudoplatystoma corruscans,0.11,161,4.413651752,3.455044437,0.11
Pseudoplatystoma fasciatum,0.371,101.3333333,4.011504658,3.5696716,0.361548815
Pseudoplatystoma tigrinum,0.21,138,4.279758173,3.600321968,0.209201019
Pseudopleuronectes americanus,0.38425,47.2,3.347883997,2.861322557,0.326165904
Pseudopleuronectes herzensteini,0.18,44.1,3.288877179,2.539570063,0.178111879
Pseudopleuronectes yokohamae,0.308545455,38.40909091,3.168868056,2.625737963,0.286332013
Pseudorasbora parva,0.3275,11.335,2.108843049,1.609086522,0.316405098
Pseudorhombus arsius,0.16,44,3.286905353,2.491025336,0.16
Pseudorhombus cinnamoneus,0.311,38.4,3.168662449,2.661422838,0.311
Pseudorhombus javanicus,1.2,26.5,2.846491748,2.925672994,1.2
Pseudoscaphirhynchus kaufmanni,0.164,65.4,3.631155497,2.845999345,0.164
Pseudotolithus elongatus,0.345714286,50.48571429,3.40633701,2.934924939,0.337744223
Pseudotolithus senegalensis,0.4344,55.22,3.484192805,3.051694666,0.369404228
Pseudotolithus typus,0.276444444,73.82222222,3.736374229,3.132428058,0.248916582
Pseudotriakis microdon,0.17,295,4.939644032,4.170092953,0.17
Pseudupeneus maculatus,0.436333333,29.94666667,2.952696977,2.549890351,0.3955427
Pseudupeneus prayensis,0.53,31.7,3.002118524,2.726394394,0.53
Pterapogon kauderni,0.74,10.7,2.058767555,1.927999275,0.74
Pterocaesio pisang,1.054,17.5,2.486076097,2.508916708,1.054
Pterodoras granulosus,0.18,82.6,3.833960095,3.0892326,0.18
Pterogymnus laniarius,0.54,50.8222225,3.412107306,2.861974834,0.281752338
Pteroplatytrygon violacea,0.243333333,102,4.017200344,3.365555314,0.22302573
Ptychocheilus oregonensis,0.1435,51.05,3.415991493,2.524690463,0.128439608
Pungitius pungitius,1.6,4.3,1.266936911,1.471056894,1.6
Puntius chola,1.05,11.25,2.102305045,2.121066888,1.044147476
Puntius dorsalis,0.9,18,2.51054501,2.462773788,0.89583655
Puntius sophore,1.162727273,13.21181818,2.241925177,2.286421242,1.107888529
Pygocentrus nattereri,0.893,30.23256,2.960949847,2.911801306,0.893
Rachycentron canadum,0.332409091,138.6950045,4.284121638,3.74582083,0.289533747
Raconda russeliana,0.4,24.7,2.785393907,2.387453898,0.4
Raiamas moorii,0.724,20,2.602059991,2.461798558,0.724
Raja brachyura,0.155,128.5,4.217806255,3.393864231,0.149988505
Raja clavata,0.136294118,119.2235294,4.152723948,3.252564771,0.125846408
Raja eglanteria,0.2,78.5,3.789739313,3.090769309,0.2
Raja microocellata,0.074,137,4.273441134,3.142672854,0.074
Raja miraletus,0.1815,89.9,3.907519383,3.165307502,0.18104566
Raja montagui,0.214666667,78.21666667,3.786598608,3.100339038,0.205939868
Raja rhina,0.135,118.175,4.145051222,3.192379695,0.111513764
Raja texana,0.26,60.4,3.562073877,2.966833036,0.253956398
Raja undulata,0.105,110.5,4.086724556,3.107340863,0.104861558
Rasbora bankanensis,0.266,6.78081,1.662563151,1.087444788,0.266
Rasbora daniconius,1.15,10.5,2.042378598,2.101679651,1.146307285
Rasbora dusonensis,0.537,14.77664,2.339151386,2.049793515,0.51362024
Rasbora sumatrana,0.4015,16.07752,2.412438117,2.01543378,0.400862715
Rastrelliger brachysoma,1.605540541,25.87291757,2.82569081,2.963592981,1.373732493
Rastrelliger faughni,1.7875,27.85,2.889650399,3.133595598,1.753659203
Rastrelliger kanagurta,1.323358491,29.39056604,2.936415901,2.953364807,1.039797829
Rastrineobola argentea,1.003333333,7.942386667,1.799902053,1.800537057,1.00146322
Reinhardtius hippoglossoides,0.0745,133.3999975,4.250311643,3.06794369,0.065710088
Retropinna semoni,0.306,9.39759,1.946032987,1.431754414,0.306
Rexea solandri,0.208230769,102.4919731,4.021379708,3.320551708,0.199146189
Rhabdamia gracilis,2.67,6.49351,1.624959027,2.051470289,2.67
Rhabdosargus globiceps,0.16,57.5,3.519335689,2.723455672,0.16
Rhabdosargus sarba,1.355,25.2,2.802801082,2.932512577,1.348067056
Rhincodon typus,0.0355,1683,6.452168232,4.950306199,0.031487485
Rhinecanthus aculeatus,0.4,28.3,2.903572871,2.505632862,0.4
Rhinelepis aspera,0.113,64.25,3.615746264,2.655560961,0.109601046
Rhinobatos annulatus,0.3,112.4,4.101532622,3.578653877,0.3
Rhinobatos productus,0.1,170,4.460897843,3.460897843,0.1
Rhinobatos rhinobatos,0.22225,138.6925025,4.284105969,3.597497125,0.205774311
Rhizoprionodon acutus,0.483666667,119.3154033,4.153393027,3.778331667,0.421636927
Rhizoprionodon porosus,0.36,48.85,3.377729136,2.515509293,0.13733466
Rhizoprionodon taylori,1.175,69.2,3.680212189,3.744629103,1.159890294
Rhizoprionodon terraenovae,0.3978,95.78,3.962549665,3.517962645,0.359263403
Rhodeus amarus,0.766666667,10.73333333,2.061469234,1.860952652,0.630207284
Rhodeus ocellatus,1.491333333,6.885963333,1.675929412,1.804494386,1.344512902
Rhodeus sericeus,0.5335,7.99,1.805093559,1.476327202,0.469065664
Rhomboplites aurorubens,0.144,54.95,3.479935394,2.595967242,0.130626668
Rhombosolea leporina,1.727,38.7,3.17542193,3.412714268,1.727
Rhombosolea plebeia,0.508,48.65,3.374165689,2.982157873,0.405501237
Rhombosolea tapirina,0.25,54,3.46478752,2.861896997,0.249522364
Rhynchocypris czekanowskii,0.25,8,1.806179974,1.204119983,0.25
Rhynchocypris percnurus,0.2075,11.95,2.154735811,1.469007752,0.206192062
Rhynchorhamphus georgii,1.33,23.6,2.745824006,2.869675647,1.33
Romanogobio tenuicorpus,0.37,13.2,2.241147862,1.809349586,0.37
Roncador stearnsii,0.287,47.6,3.355213905,2.813095802,0.287
Rondeletia loricata,0.4,15,2.352182518,1.954242509,0.4
Rudarius ercodes,1.2,6,1.556302501,1.635483747,1.2
Rutilus basak,0.256,20.2,2.610702739,2.01893606,0.255996084
Rutilus caspicus,0.20425,31.775,3.004171118,2.310583183,0.202493956
Rutilus frisii,0.41,62.2,3.587580769,3.200364626,0.41
Rutilus rutilus,0.1771,38.7964485,3.177583943,2.368957124,0.155372152
Rutilus ylikiensis,0.084,32.3,3.018405045,1.942684331,0.084
Sabanejewia aurata,0.505,9.2,1.927575655,1.630867033,0.505
Sabanejewia balcanica,0.23,10.6,2.050611731,1.327795603,0.189314497
Sagamichthys abei,0.86,35,3.088136089,3.02263454,0.86
Salaria pavo,0.5,15,2.352182518,2.051152522,0.5
Salminus brasiliensis,0.22,105.5,4.046504919,3.38846873,0.219767673
Salmo obtusirostris,0.2925,41.8,3.242352564,2.688807604,0.279547132
Salmo salar,0.367133333,67.32666667,3.656374226,2.745879255,0.122886742
Salmo trutta,0.287857143,55.45057196,3.48781206,2.749709274,0.18276676
Salvelinus alpinus alpinus,0.035,117.2,4.137855223,2.580704651,0.027723587
Salvelinus fontinalis,0.316,29.9,2.951342377,2.439853523,0.307971939
Salvelinus leucomaenis leucomaenis,0.611,40.7,3.219188818,3.005230029,0.611
Salvelinus malma,0.09,82.225,3.830007764,2.743212653,0.081885101
Salvelinus namaycush,0.134428571,73.43794143,3.731840989,2.754975976,0.105471467
Sandelia bainsii,0.2045,32.3,3.018405045,2.31801971,0.199349277
Sander canadensis,0.178,47.73333333,3.357643527,2.590540434,0.170960944
Sander lucioperca,0.190583333,88.90153467,3.897818516,3.050516648,0.14213405
Sander vitreus,0.305966667,74.82666667,3.748112798,3.169491708,0.263863251
Sarcocheilichthys czerskii,0.425,11.05,2.086724556,1.714620466,0.424517805
Sarcocheilichthys lacustris,0.23,26.9,2.85950456,2.221232396,0.23
Sarda chiliensis,0.3045,88.5,3.893886541,3.307901025,0.259426588
Sarda lineolata,0.33,171.5,4.468528249,3.498159352,0.107060953
Sarda orientalis,0.075,266,4.849763273,3.724824537,0.075
Sarda sarda,0.529142857,75.91142857,3.760614329,3.422192474,0.458752184
Sardina pilchardus,0.433597015,19.95074627,2.599918291,2.1948783,0.393513838
Sardinella albella,1.413142857,14.4,2.316724984,2.452537821,1.367139518
Sardinella aurita,0.54834375,29.5204375,2.940245579,2.615521813,0.473452303
Sardinella brasiliensis,0.575125,24.8625,2.791089592,2.54112202,0.562383315
Sardinella fimbriata,1.091230769,20.29230769,2.614662878,2.634089606,1.045747243
Sardinella gibbosa,1.510714286,19.00004643,2.557509324,2.632518416,1.188527109
Sardinella jussieu,0.65,24.8,2.788903362,2.601816718,0.65
Sardinella lemuru,0.989642857,21.58629286,2.66835613,2.649425345,0.957346635
Sardinella longiceps,1.250307692,21.33586846,2.65822065,2.58945571,0.853561976
Sardinella maderensis,0.450090909,33.526,3.050763481,2.607141916,0.36006295
Sardinella melanura,0.7,28.1,2.89741264,2.74251068,0.7
Sardinella tawilis,0.78,18.4,2.529635646,2.421730249,0.78
Sardinella zunasi,0.562,12.95,2.224539537,1.971005093,0.557783362
Sardinops sagax,0.480441558,27.19167961,2.868872069,2.500135547,0.427822359
Sargocentron diadema,1.2995,16.05,2.410950073,2.520006351,1.285453223
Sargocentron microstoma,1,18.6,2.539025888,2.539025888,1
Sargochromis carlottae,0.96,35,3.088136089,3.070407322,0.96
Sargochromis codringtonii,0.7845,39.65,3.196486383,3.089476874,0.781610691
Sargochromis giardi,0.66,45,3.306425028,3.125968963,0.66
Sargochromis mellandi,0.78,26,2.829946696,2.722041299,0.78
Sarmarutilus rubilio,0.16725,25.625,2.817327748,2.005044564,0.15406955
Sarotherodon galilaeus,0.535041667,35.05842083,3.0895847,2.74408026,0.451331411
Sarotherodon melanotheron,1.875461538,23.45429231,2.740444667,2.814838463,1.186844432
Sarpa salpa,0.233,43.96666667,3.286247082,2.644242823,0.228031971
Satanoperca pappaterra,1.27,17.5,2.486076097,2.580787159,1.243686906
Saurida elongata,0.97325,44.9,3.304492682,3.171151242,0.735628523
Saurida longimanus,0.766666667,29.7,2.945512899,2.761994767,0.655362924
Saurida micropectoralis,0.6405,44.373115,3.294239835,3.066809404,0.592337966
Saurida tumbil,0.441961538,61.04461538,3.571294724,3.031485422,0.288529816
Saurida undosquamis,0.74515,41.691935,3.240104104,2.968176385,0.534653337
Saurogobio dabryi,0.31,29.1,2.927785978,2.419147672,0.31
Scaphirhynchus albus,0.13,116,4.128915978,3.242859331,0.13
Scaphirhynchus platorynchus,0.093333333,77.4,3.777481921,2.711235227,0.085852571
Scardinius acarnanicus,0.134384615,41.16461538,3.229048124,2.35417439,0.133390919
Scardinius erythrophthalmus,0.235,29.78276778,2.94793011,2.193953829,0.176207228
Scarus altipinnis,0.253,42.8,3.262887538,2.666008059,0.253
Scarus chameleon,0.716,23.1,2.72722396,2.582136982,0.716
Scarus coeruleus,0.325,61.5,3.577750232,3.089633593,0.325
Scarus ferrugineus,0.1,61.4,3.576336742,2.576336742,0.1
Scarus frenatus,1.040333333,25.64408889,2.817974547,2.795660624,0.949917913
Scarus ghobban,0.5165,28.72788,2.916607156,2.627202861,0.513565339
Scarus guacamaia,0.293,80,3.806179974,3.273047594,0.293
Scarus iseri,1.235,11.7,2.136371723,2.228038681,1.235
Scarus niger,0.7484,24.997406,2.795789888,2.624953791,0.674782644
Scarus psittacus,0.933,22.625,2.709177176,2.591719235,0.763030783
Scarus rivulatus,0.22,30.9,2.979916959,2.32233964,0.22
Scarus rubroviolaceus,0.589,31.88368,3.007136883,2.777252178,0.589
Scarus scaber,0.83,26,2.829946696,2.749024788,0.83
Scarus schlegeli,0.3135,28.501725,2.909742291,2.376047691,0.292620939
Scarus vetula,0.599,55.05155,3.481539102,3.258965925,0.599
Scatophagus argus,1.2,25,2.795880017,2.875061263,1.2
Schilbe intermedius,0.284,33.15,3.040967065,2.253043832,0.162958405
Schilbe mandibularis,0.46,29,2.924795996,2.587553827,0.46
Schilbe mystus,0.9401,34.305555,3.0707289,2.674047246,0.401160668
Schilbe uranoscopus,1.3,29.3,2.933735241,3.034317161,1.260613403
Sciades couma,0.45,80,3.806179974,3.459392488,0.45
Sciades parkeri,0.46,119,4.151093923,3.813851754,0.46
Sciades proops,0.5,90,3.908485019,3.607455023,0.5
Sciades sona,0.36,60.6,3.564945248,3.121247749,0.36
Sciaena umbra,0.1835,54.05,3.465591397,2.70280829,0.172670002
Sciaenops ocellatus,0.402357143,97.21428571,3.975460179,3.570097949,0.393221965
Scoliodon laticaudus,0.982,85.98075,3.868802458,3.857636643,0.974617454
Scolopsis lineata,1.33,20,2.602059991,2.725911632,1.33
Scolopsis taeniata,1.17,23.4,2.738431715,2.806617577,1.17
Scolopsis taenioptera,0.755,30.75,2.97569024,2.820227132,0.69909612
Scomber australasicus,0.335,41.66666667,3.239577517,2.713916112,0.298083952
Scomber japonicus,0.304,43.55678571,3.278111647,2.709335328,0.269912925
Scomber scombrus,0.390157895,40.34210526,3.211517116,2.774014132,0.365171617
Scomberesox saurus,0.71,36.4447,3.123268759,2.974527108,0.71
Scomberoides lysan,0.33,79.87952,3.804870893,3.323384833,0.33
Scomberomorus brasiliensis,0.159,95.4,3.959096749,3.13963345,0.151543286
Scomberomorus cavalla,0.169818182,125.6772727,4.198513495,3.394226643,0.156932592
Scomberomorus commerson,0.401655172,152.8965517,4.368795382,3.878433002,0.32332376
Scomberomorus guttatus,0.18,128,4.214419939,3.469692444,0.18
Scomberomorus lineolatus,0.2025,156.5,4.389028684,3.690865409,0.200371858
Scomberomorus maculatus,0.30325,79.35,3.799093862,3.218048914,0.262394696
Scomberomorus munroi,0.5085,80.05,3.806722673,3.473645971,0.464433243
Scomberomorus niphonius,0.522933333,201.4133333,4.608176434,3.962980392,0.226362227
Scomberomorus plurilineatus,0.583,93.5,3.941623222,3.707291777,0.583
Scomberomorus queenslandicus,0.6545,72.51775,3.720888642,3.450451181,0.536491122
Scomberomorus regalis,0.22,66.5,3.645643291,2.988065971,0.22
Scomberomorus semifasciatus,0.677,88.7,3.89584724,3.721429457,0.669240504
Scomberomorus tritor,0.318,95,3.955447211,3.456564384,0.317042274
Scombrops boops,0.121,111.3924,4.093711122,3.176496493,0.121
Scombrops gilberti,0.223,51.4,3.421926238,2.770231101,0.223
Scopelengys tristis,0.46,21,2.644438589,2.307196421,0.46
Scopelosaurus harryi,0.67,23,2.723455672,2.549530475,0.67
Scophthalmus aquosus,0.257,39.65,3.196486383,2.605174766,0.256264461
Scophthalmus maximus,0.29,57.54137931,3.519960536,2.927305545,0.255473001
Scophthalmus rhombus,0.496,43.44285714,3.27583676,2.938180139,0.459561225
Scorpaena cardinalis,0.3,27.5,2.878665388,2.352741301,0.297903711
Scorpaena guttata,0.213,38.4,3.168662449,2.4246157,0.180282367
Scorpaena loppei,0.51,11.675,2.134513778,1.840071779,0.507642531
Scorpaena maderensis,0.335,12.2,2.172719661,1.655123205,0.303671156
Scorpaena notata,0.2155,17.9,2.505706062,1.837179369,0.214522726
Scorpaena porcus,0.163736842,40.81831789,3.221710207,2.163998145,0.087556408
Scorpaena scrofa,0.081,56.6,3.505632862,2.414069075,0.080990898
Scorpaenichthys marmoratus,0.342,57.7,3.522351626,3.056377732,0.342
Scorpis aequipinnis,0.18,41.7,3.24027211,2.495184821,0.179850939
Scorpis lineolata,0.43,26.4,2.843207854,2.476676309,0.43
Scyliorhinus canicula,0.2495,76.825,3.771005138,3.076310972,0.201978821
Sebastes aleutianus,0.07,51.2,3.418539922,2.259160541,0.069282032
Sebastes alutus,0.13293,43.737978,3.281717404,2.387228634,0.127500307
Sebastes borealis,0.035,95.8,3.962731018,2.496344764,0.034167543
Sebastes brevispinis,0.088166667,59.69166667,3.55182741,2.489462788,0.08662343
Sebastes caurinus,0.12,50,3.397940009,2.477121255,0.12
Sebastes constellatus,0.0905,41.55,3.237142056,2.190461043,0.089808819
Sebastes crameri,0.087,39.2,3.186572134,2.126091387,0.087
Sebastes elongatus,0.1095,33.5,3.050089614,2.081471004,0.107493299
Sebastes emphaeus,0.6195,16,2.408239965,2.190671567,0.605942762
Sebastes fasciatus,0.137333333,38.58333333,3.17279949,2.286505767,0.129929054
Sebastes flavidus,0.160666667,50.73333333,3.410586795,2.615449804,0.160273975
Sebastes goodei,0.24,48.88298,3.378315347,2.733563782,0.226594015
Sebastes hopkinsi,0.1195,25,2.795880017,1.818244083,0.10528441
Sebastes inermis,0.25,29.6,2.942583422,2.340523431,0.25
Sebastes jordani,0.2442,29.78,2.947849387,2.327379586,0.239623937
Sebastes levis,0.0524,86.9,3.878039553,2.59737084,0.0524
Sebastes melanops,0.2365,52.1,3.433675447,2.760498508,0.21223796
Sebastes melanostomus,0.0506,50.36,3.404171443,2.094687709,0.049036139
Sebastes mentella,0.086692308,45.70769231,3.31997859,2.232505094,0.081757293
Sebastes minor,0.21,20.15,2.608550101,1.930769396,0.21
Sebastes mystinus,0.163,36.075,3.11441268,2.319421853,0.160327926
Sebastes norvegicus,0.094728571,48.12214286,3.364689916,2.299676263,0.086096668
Sebastes ovalis,0.0565,42.95,3.265926336,2.005278013,0.054872112
Sebastes pachycephalus,0.372,25,2.795880017,2.366422957,0.372
Sebastes paucispinis,0.12,86.5,3.874032215,2.949675032,0.119026268
Sebastes pinniger,0.123666667,59.66033333,3.551371351,2.63487587,0.12120053
Sebastes polyspinis,0.1898,35.521,3.100970367,2.372382758,0.186815278
Sebastes proriger,0.163,38.4,3.168662449,2.374500321,0.160634147
Sebastes reedi,0.1285,47.125,3.346502726,2.454885426,0.128346107
Sebastes rosenblatti,0.0555,57,3.511749711,2.255493357,0.055429843
Sebastes ruberrimus,0.0442,65.1,3.627161977,2.267002838,0.043635591
Sebastes saxicola,0.125,25.25,2.804522765,1.798223701,0.098560055
Sebastes semicinctus,0.411,16.35,2.427035514,2.03370151,0.404264863
Sebastes serranoides,0.263,46.425,3.333503825,2.749342874,0.260518788
Sebastes steindachneri,0.09,46.2,3.329283951,2.279751252,0.089221044
Sebastes taczanowskii,0.25,22.51,2.70475099,2.102690999,0.25
Sebastes variabilis,0.223833333,46.38333333,3.332723912,2.681120668,0.22304719
Sebastes variegatus,0.1505,30.26,2.961737847,2.136790169,0.149641593
Sebastes viviparus,0.07,36,3.112605002,1.957703042,0.07
Sebastes zacentrus,0.128,32.94,3.03544719,2.126691798,0.123379955
Sebastiscus marmoratus,0.2725,29.85,2.949888671,2.373314742,0.265109976
Sebastolobus alascanus,0.01995,83.65,3.844931891,2.132370458,0.019383784
Sebastolobus macrochir,0.0675,40.125,3.206830091,2.033761664,0.067132307
Secutor insidiator,1.13,11.15,2.094549735,2.097716614,1.007318661
Secutor ruconius,1.254,10.09358,2.008090459,2.073048825,1.161337276
Selar boops,1.9,29,2.924795996,3.203549597,1.9
Selar crumenophthalmus,1.3083,29.41725,2.937204143,3.013048906,1.19081628
Selaroides leptolepis,1.007125,22.97470063,2.722499722,2.704656044,0.959746025
Selene brownii,0.61,29.5,2.939644032,2.724973867,0.61
Selene dorsalis,0.6,38.6,3.173174609,2.95132586,0.6
Selene setapinnis,0.63,23.4,2.738431715,2.537772264,0.63
Semotilus atromaculatus,0.409,12.3,2.179810223,1.791533531,0.409
Seriola dumerili,0.2335,156.350005,4.388195799,3.736094677,0.222791634
Seriola lalandi,0.153666667,138.95272,4.285734105,3.46555663,0.151294286
Seriola quinqueradiata,0.4415,113,4.106156887,3.735661947,0.426093648
Seriolella brama,0.224333333,61,3.57065967,2.903935516,0.215414953
Seriolella porosa,0.2785,40.85,3.222384122,2.646568323,0.265573172
Seriolella punctata,0.366666667,53.76666667,3.461026225,3.0232594,0.364949838
Serranochromis angusticeps,0.583666667,38.83333333,3.178409341,2.780443605,0.399976304
Serranochromis macrocephalus,0.77,42,3.246498581,3.132989306,0.77
Serranochromis robustus,0.67,56.75,3.507931732,3.321247438,0.650602467
Serranus atricauda,0.11,49.5,3.389210398,2.430603083,0.11
Serranus cabrilla,0.210933333,29.692,2.945278904,2.213219865,0.185327967
Serranus hepatus,0.286666667,14.03,2.294115342,1.743034997,0.281138067
Serranus scriba,0.2054,30.3,2.962885257,2.268237066,0.202000205
Serranus subligarius,0.57,8.9,1.898780013,1.654654869,0.57
Serrivomer sector,0.3,76,3.761627185,3.238748439,0.3
Setipinna phasa,0.243,40.7,3.219188818,2.604795092,0.243
Setipinna taty,0.332,20.5,2.623507722,2.144645806,0.332
Siganus argenteus,0.561,33.42157,3.048053695,2.784125109,0.544592197
Siganus canaliculatus,1.8705,24.670194,2.784345129,2.979944289,1.568914076
Siganus fuscescens,0.85,25,2.795880017,2.725298943,0.85
Siganus guttatus,1.659,32.7,3.029095505,3.248941891,1.659
Siganus lineatus,0.6,34.96635,3.087300601,2.865451851,0.6
Siganus luridus,0.33,27.5,2.878665388,2.397179328,0.33
