"sname","genus","fam","ord","class","agem","maxl","vbk","temp"
"Platydoras costatus","Platydoras","Doradidae","Siluriformes","Actinopterygii",NA,24,NA,27
"Platydoras hancockii","Platydoras","Doradidae","Siluriformes","Actinopterygii",NA,15,NA,25.5
"Platygillellus altivelis","Platygillellus","Dactyloscopidae","Perciformes","Actinopterygii",NA,4.4,NA,NA
"Platygillellus brasiliensis","Platygillellus","Dactyloscopidae","Perciformes","Actinopterygii",NA,4.14,NA,NA
"Platygillellus bussingi","Platygillellus","Dactyloscopidae","Perciformes","Actinopterygii",NA,5,NA,NA
"Platygillellus rubellulus","Platygillellus","Dactyloscopidae","Perciformes","Actinopterygii",NA,6.2,NA,NA
"Platygillellus rubrocinctus","Platygillellus","Dactyloscopidae","Perciformes","Actinopterygii",NA,6.4,NA,NA
"Platygillellus smithi","Platygillellus","Dactyloscopidae","Perciformes","Actinopterygii",NA,3.4,NA,NA
"Platygobio gracilis","Platygobio","Cyprinidae","Cypriniformes","Actinopterygii",NA,32,NA,NA
"Platygobiopsis akihito","Platygobiopsis","Gobiidae","Perciformes","Actinopterygii",NA,13,NA,NA
"Platygobiopsis dispar","Platygobiopsis","Gobiidae","Perciformes","Actinopterygii",NA,6.5,NA,NA
"Platygobiopsis tansei","Platygobiopsis","Gobiidae","Perciformes","Actinopterygii",NA,4.68,NA,NA
"Platynematichthys notatus","Platynematichthys","Pimelodidae","Siluriformes","Actinopterygii",NA,80,NA,NA
"Platypanchax modestus","Platypanchax","Poeciliidae","Cyprinodontiformes","Actinopterygii",NA,6,NA,21
"Platypharodon extremus","Platypharodon","Cyprinidae","Cypriniformes","Actinopterygii",NA,60,NA,NA
"Platyrhina sinensis","Platyrhina","Rhinobatidae","Rajiformes","Elasmobranchii",NA,68,NA,NA
"Platyrhina tangi","Platyrhina","Rhinobatidae","Rajiformes","Elasmobranchii",NA,68,NA,NA
"Platyrhinoidis triseriata","Platyrhinoidis","Rhinobatidae","Rajiformes","Elasmobranchii",NA,91,NA,NA
"Platysilurus malarmo","Platysilurus","Pimelodidae","Siluriformes","Actinopterygii",NA,70,NA,26
"Platysilurus mucosus","Platysilurus","Pimelodidae","Siluriformes","Actinopterygii",NA,20,NA,NA
"Platysmacheilus exiguus","Platysmacheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,12,NA,NA
"Platysmacheilus longibarbatus","Platysmacheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,8.1,NA,NA
"Platysmacheilus nudiventris","Platysmacheilus","Cyprinidae","Cypriniformes","Actinopterygii",NA,7.1,NA,NA
"Platystacus cotylephorus","Platystacus","Aspredinidae","Siluriformes","Actinopterygii",NA,31.8,NA,23.5
"Platystomatichthys sturio","Platystomatichthys","Pimelodidae","Siluriformes","Actinopterygii",NA,40,NA,23
"Platytroctes apus","Platytroctes","Platytroctidae","Osmeriformes","Actinopterygii",NA,18,NA,NA
"Platytroctes mirus","Platytroctes","Platytroctidae","Osmeriformes","Actinopterygii",NA,12,NA,NA
"Platytropius siamensis","Platytropius","Schilbeidae","Siluriformes","Actinopterygii",NA,20,NA,23
"Platytropius yunnanensis","Platytropius","Schilbeidae","Siluriformes","Actinopterygii",NA,23.2,NA,NA
"Platyurosternarchus crypticus","Platyurosternarchus","Apteronotidae","Gymnotiformes","Actinopterygii",NA,30.8,NA,NA
"Platyurosternarchus macrostomus","Platyurosternarchus","Apteronotidae","Gymnotiformes","Actinopterygii",NA,40,NA,25
"Plecodus elaviae","Plecodus","Cichlidae","Perciformes","Actinopterygii",NA,32,NA,NA
"Plecodus multidentatus","Plecodus","Cichlidae","Perciformes","Actinopterygii",NA,12,NA,NA
"Plecodus paradoxus","Plecodus","Cichlidae","Perciformes","Actinopterygii",NA,30,NA,NA
"Plecodus straeleni","Plecodus","Cichlidae","Perciformes","Actinopterygii",NA,16,NA,26
"Plecoglossus altivelis altivelis","Plecoglossus","Plecoglossidae","Osmeriformes","Actinopterygii",1,70,NA,NA
"Plecoglossus altivelis ryukyuensis","Plecoglossus","Plecoglossidae","Osmeriformes","Actinopterygii",NA,11.32,NA,NA
"Plectobranchus evides","Plectobranchus","Stichaeidae","Perciformes","Actinopterygii",NA,13,NA,NA
"Plectorhinchus albovittatus","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,100,NA,NA
"Plectorhinchus ceylonensis","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,44,NA,NA
"Plectorhinchus chaetodonoides","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,72,NA,NA
"Plectorhinchus chrysotaenia","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,41,NA,NA
"Plectorhinchus chubbi","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,75,NA,NA
"Plectorhinchus cinctus","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,60,NA,NA
"Plectorhinchus diagrammus","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,40,NA,NA
"Plectorhinchus flavomaculatus","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,60,NA,NA
"Plectorhinchus gaterinus","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,50,NA,NA
"Plectorhinchus gibbosus","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,75,0.2,27
"Plectorhinchus lessonii","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,40,NA,NA
"Plectorhinchus lineatus","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,72,0.3,29
"Plectorhinchus macrolepis","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,45,NA,NA
"Plectorhinchus macrospilus","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,28.5,NA,NA
"Plectorhinchus mediterraneus","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,80,0.177,17.5
"Plectorhinchus multivittatus","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,50,NA,NA
"Plectorhinchus obscurus","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,100,NA,NA
"Plectorhinchus paulayi","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,45,NA,NA
"Plectorhinchus pictus","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",5,83,0.18812855,26.8
"Plectorhinchus picus","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,84,0.18,27.6
"Plectorhinchus plagiodesmus","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,90,NA,NA
"Plectorhinchus playfairi","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,90,NA,NA
"Plectorhinchus polytaenia","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,50,NA,NA
"Plectorhinchus schotaf","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,80,NA,NA
"Plectorhinchus sordidus","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",1.95,60,0.908799018,NA
"Plectorhinchus vittatus","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",NA,72,NA,NA
"Plectranthias alcocki","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,7.22,NA,NA
"Plectranthias alleni","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,6.3,NA,NA
"Plectranthias altipinnatus","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,4.5,NA,NA
"Plectranthias anthioides","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,25,NA,NA
"Plectranthias bauchotae","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,8.17,NA,NA
"Plectranthias cirrhitoides","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,5.72,NA,NA
"Plectranthias elaine","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,5.6,NA,NA
"Plectranthias elongatus","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,5.42,NA,NA
"Plectranthias exsul","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,15.8,NA,NA
"Plectranthias fijiensis","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,7.47,NA,NA
"Plectranthias foresti","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,7.2,NA,NA
"Plectranthias fourmanoiri","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,4.7,NA,NA
"Plectranthias gardineri","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,3.2,NA,NA
"Plectranthias garrupellus","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,10,NA,NA
"Plectranthias helenae","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,6.15,NA,NA
"Plectranthias inermis","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,4.5,NA,NA
"Plectranthias intermedius","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,8.9,NA,NA
"Plectranthias japonicus","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,15,NA,NA
"Plectranthias jothyi","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,9.2,NA,NA
"Plectranthias kamii","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,23,NA,NA
"Plectranthias klausewitzi","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,5.5,NA,NA
"Plectranthias lasti","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,6.8,NA,NA
"Plectranthias longimanus","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,3.5,NA,NA
"Plectranthias maculicauda","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,8.3,NA,NA
"Plectranthias maugei","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,5.76,NA,NA
"Plectranthias megalepis","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,6.2,NA,NA
"Plectranthias megalophthalmus","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,6.1,NA,NA
"Plectranthias morgansi","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,5,NA,NA
"Plectranthias nanus","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,3.98,NA,NA
"Plectranthias nazcae","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,15,NA,NA
"Plectranthias pelicieri","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,4.8,NA,NA
"Plectranthias randalli","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,11.07,NA,NA
"Plectranthias retrofasciatus","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,6.18,NA,NA
"Plectranthias rubrifasciatus","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,4.9,NA,NA
"Plectranthias sagamiensis","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,6,NA,NA
"Plectranthias sheni","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,11.51,NA,NA
"Plectranthias taylori","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,23.75,NA,NA
"Plectranthias vexillarius","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,8.24,NA,NA
"Plectranthias wheeleri","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,8.28,NA,NA
"Plectranthias winniensis","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,4,NA,NA
"Plectranthias xanthomaculatus","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,5.76,NA,NA
"Plectranthias yamakawai","Plectranthias","Serranidae","Perciformes","Actinopterygii",NA,20,NA,NA
"Plectrochilus diabolicus","Plectrochilus","Trichomycteridae","Siluriformes","Actinopterygii",NA,6.3,NA,NA
"Plectrochilus machadoi","Plectrochilus","Trichomycteridae","Siluriformes","Actinopterygii",NA,9.3,NA,NA
"Plectrochilus wieneri","Plectrochilus","Trichomycteridae","Siluriformes","Actinopterygii",NA,7.9,NA,NA
"Plectrogenium nanum","Plectrogenium","Plectrogeniidae","Scorpaeniformes","Actinopterygii",NA,6.8,NA,NA
"Plectroglyphidodon dickii","Plectroglyphidodon","Pomacentridae","Perciformes","Actinopterygii",NA,11,NA,NA
"Plectroglyphidodon flaviventris","Plectroglyphidodon","Pomacentridae","Perciformes","Actinopterygii",NA,7,NA,NA
"Plectroglyphidodon imparipennis","Plectroglyphidodon","Pomacentridae","Perciformes","Actinopterygii",NA,6,NA,NA
"Plectroglyphidodon johnstonianus","Plectroglyphidodon","Pomacentridae","Perciformes","Actinopterygii",NA,14,NA,NA
"Plectroglyphidodon lacrymatus","Plectroglyphidodon","Pomacentridae","Perciformes","Actinopterygii",NA,10,NA,NA
"Plectroglyphidodon leucozonus","Plectroglyphidodon","Pomacentridae","Perciformes","Actinopterygii",NA,12,NA,NA
"Plectroglyphidodon phoenixensis","Plectroglyphidodon","Pomacentridae","Perciformes","Actinopterygii",NA,9,NA,NA
"Plectroglyphidodon randalli","Plectroglyphidodon","Pomacentridae","Perciformes","Actinopterygii",NA,9,NA,NA
"Plectroglyphidodon sagmarius","Plectroglyphidodon","Pomacentridae","Perciformes","Actinopterygii",NA,4.55,NA,NA
"Plectroglyphidodon sindonis","Plectroglyphidodon","Pomacentridae","Perciformes","Actinopterygii",NA,10,NA,NA
"Plectropomus areolatus","Plectropomus","Serranidae","Perciformes","Actinopterygii",NA,80,NA,NA
"Plectropomus laevis","Plectropomus","Serranidae","Perciformes","Actinopterygii",NA,125,NA,NA
"Plectropomus leopardus","Plectropomus","Serranidae","Perciformes","Actinopterygii",2.5,120,0.246928882,24
"Plectropomus maculatus","Plectropomus","Serranidae","Perciformes","Actinopterygii",2.5,125,0.206,25
"Plectropomus oligacanthus","Plectropomus","Serranidae","Perciformes","Actinopterygii",NA,75,NA,NA
"Plectropomus pessuliferus","Plectropomus","Serranidae","Perciformes","Actinopterygii",NA,120,NA,NA
"Plectropomus punctatus","Plectropomus","Serranidae","Perciformes","Actinopterygii",NA,96,NA,NA
"Plectrypops lima","Plectrypops","Holocentridae","Beryciformes","Actinopterygii",NA,16,NA,NA
"Plectrypops retrospinis","Plectrypops","Holocentridae","Beryciformes","Actinopterygii",NA,15,NA,NA
"Plesienchelys stehmanni","Plesienchelys","Zoarcidae","Perciformes","Actinopterygii",NA,20.2,NA,NA
"Plesiobatis daviesi","Plesiobatis","Plesiobatidae","Myliobatiformes","Elasmobranchii",NA,270,NA,NA
"Plesiolebias altamira","Plesiolebias","Rivulidae","Cyprinodontiformes","Actinopterygii",NA,1.75,NA,NA
"Plesiolebias aruana","Plesiolebias","Rivulidae","Cyprinodontiformes","Actinopterygii",NA,3,NA,25
"Plesiolebias canabravensis","Plesiolebias","Rivulidae","Cyprinodontiformes","Actinopterygii",NA,1.95,NA,NA
"Plesiolebias filamentosus","Plesiolebias","Rivulidae","Cyprinodontiformes","Actinopterygii",NA,1.99,NA,NA
"Plesiolebias fragilis","Plesiolebias","Rivulidae","Cyprinodontiformes","Actinopterygii",NA,1.97,NA,NA
"Plesiolebias glaucopterus","Plesiolebias","Rivulidae","Cyprinodontiformes","Actinopterygii",NA,3,NA,24
"Plesiolebias lacerdai","Plesiolebias","Rivulidae","Cyprinodontiformes","Actinopterygii",NA,2.5,NA,NA
"Plesiolebias xavantei","Plesiolebias","Rivulidae","Cyprinodontiformes","Actinopterygii",NA,5,NA,NA
"Plesiomyzon baotingensis","Plesiomyzon","Balitoridae","Cypriniformes","Actinopterygii",NA,3.8,NA,NA
"Plesiops auritus","Plesiops","Plesiopidae","Perciformes","Actinopterygii",NA,7.59,NA,NA
"Plesiops cephalotaenia","Plesiops","Plesiopidae","Perciformes","Actinopterygii",NA,7.7,NA,NA
"Plesiops coeruleolineatus","Plesiops","Plesiopidae","Perciformes","Actinopterygii",NA,10,NA,25
"Plesiops corallicola","Plesiops","Plesiopidae","Perciformes","Actinopterygii",NA,18,NA,25
"Plesiops facicavus","Plesiops","Plesiopidae","Perciformes","Actinopterygii",NA,4.63,NA,NA
"Plesiops genaricus","Plesiops","Plesiopidae","Perciformes","Actinopterygii",NA,8.23,NA,NA
"Plesiops gracilis","Plesiops","Plesiopidae","Perciformes","Actinopterygii",NA,7,NA,NA
"Plesiops insularis","Plesiops","Plesiopidae","Perciformes","Actinopterygii",NA,9.82,NA,NA
"Plesiops malalaxus","Plesiops","Plesiopidae","Perciformes","Actinopterygii",NA,11,NA,NA
"Plesiops multisquamata","Plesiops","Plesiopidae","Perciformes","Actinopterygii",NA,25,NA,NA
"Plesiops mystaxus","Plesiops","Plesiopidae","Perciformes","Actinopterygii",NA,9,NA,NA
"Plesiops nakaharae","Plesiops","Plesiopidae","Perciformes","Actinopterygii",NA,14,NA,NA
"Plesiops nigricans","Plesiops","Plesiopidae","Perciformes","Actinopterygii",NA,17,NA,26
"Plesiops oxycephalus","Plesiops","Plesiopidae","Perciformes","Actinopterygii",NA,6,NA,NA
"Plesiops polydactylus","Plesiops","Plesiopidae","Perciformes","Actinopterygii",NA,4.58,NA,NA
"Plesiops thysanopterus","Plesiops","Plesiopidae","Perciformes","Actinopterygii",NA,6.34,NA,NA
"Plesiops verecundus","Plesiops","Plesiopidae","Perciformes","Actinopterygii",NA,9.45,NA,NA
"Plesioptopoma curvidens","Plesioptopoma","Loricariidae","Siluriformes","Actinopterygii",NA,8.28,NA,NA
"Plesiotrygon iwamae","Plesiotrygon","Potamotrygonidae","Myliobatiformes","Elasmobranchii",NA,58,NA,NA
"Plesiotrygon nana","Plesiotrygon","Potamotrygonidae","Myliobatiformes","Elasmobranchii",NA,24.7,NA,NA
"Pleuragramma antarctica","Pleuragramma","Nototheniidae","Perciformes","Actinopterygii",3,25,0.079081554,2
"Pleurogrammus azonus","Pleurogrammus","Hexagrammidae","Scorpaeniformes","Actinopterygii",3,62,NA,NA
"Pleurogrammus monopterygius","Pleurogrammus","Hexagrammidae","Scorpaeniformes","Actinopterygii",4.15,56.5,0.468353599,7.8
"Pleuronectes platessa","Pleuronectes","Pleuronectidae","Pleuronectiformes","Actinopterygii",3.081071429,100,0.131031814,8.5
"Pleuronectes putnami","Pleuronectes","Pleuronectidae","Pleuronectiformes","Actinopterygii",NA,30,NA,NA
"Pleuronectes quadrituberculatus","Pleuronectes","Pleuronectidae","Pleuronectiformes","Actinopterygii",4,87,0.123597999,5.449999928
"Pleuronichthys coenosus","Pleuronichthys","Pleuronectidae","Pleuronectiformes","Actinopterygii",NA,36,NA,NA
"Pleuronichthys cornutus","Pleuronichthys","Pleuronectidae","Pleuronectiformes","Actinopterygii",NA,30,0.2105882,16
"Pleuronichthys decurrens","Pleuronichthys","Pleuronectidae","Pleuronectiformes","Actinopterygii",NA,37,NA,NA
"Pleuronichthys japonicus","Pleuronichthys","Pleuronectidae","Pleuronectiformes","Actinopterygii",NA,24,NA,NA
"Pleuronichthys ocellatus","Pleuronichthys","Pleuronectidae","Pleuronectiformes","Actinopterygii",NA,24,NA,NA
"Pleuronichthys ritteri","Pleuronichthys","Pleuronectidae","Pleuronectiformes","Actinopterygii",NA,30,NA,NA
"Pleuronichthys verticalis","Pleuronichthys","Pleuronectidae","Pleuronectiformes","Actinopterygii",NA,37,NA,NA
"Pleuroscopus pseudodorsalis","Pleuroscopus","Uranoscopidae","Perciformes","Actinopterygii",NA,33,NA,NA
"Pleurosicya annandalei","Pleurosicya","Gobiidae","Perciformes","Actinopterygii",NA,3,NA,NA
"Pleurosicya bilobata","Pleurosicya","Gobiidae","Perciformes","Actinopterygii",NA,3,NA,NA
"Pleurosicya boldinghi","Pleurosicya","Gobiidae","Perciformes","Actinopterygii",NA,4.5,NA,NA
"Pleurosicya carolinensis","Pleurosicya","Gobiidae","Perciformes","Actinopterygii",NA,2.5,NA,NA
"Pleurosicya coerulea","Pleurosicya","Gobiidae","Perciformes","Actinopterygii",NA,2.2,NA,NA
"Pleurosicya elongata","Pleurosicya","Gobiidae","Perciformes","Actinopterygii",NA,4,NA,NA
"Pleurosicya fringilla","Pleurosicya","Gobiidae","Perciformes","Actinopterygii",NA,2.2,NA,NA
"Pleurosicya labiata","Pleurosicya","Gobiidae","Perciformes","Actinopterygii",NA,3.5,NA,NA
"Pleurosicya larsonae","Pleurosicya","Gobiidae","Perciformes","Actinopterygii",NA,1.95,NA,NA
"Pleurosicya micheli","Pleurosicya","Gobiidae","Perciformes","Actinopterygii",NA,2.5,NA,NA
"Pleurosicya mossambica","Pleurosicya","Gobiidae","Perciformes","Actinopterygii",NA,3,NA,NA
"Pleurosicya muscarum","Pleurosicya","Gobiidae","Perciformes","Actinopterygii",NA,2.2,NA,NA
"Pleurosicya occidentalis","Pleurosicya","Gobiidae","Perciformes","Actinopterygii",NA,2,NA,NA
"Pleurosicya plicata","Pleurosicya","Gobiidae","Perciformes","Actinopterygii",NA,3.5,NA,NA
"Pleurosicya prognatha","Pleurosicya","Gobiidae","Perciformes","Actinopterygii",NA,1.68,NA,NA
"Pleurosicya sinaia","Pleurosicya","Gobiidae","Perciformes","Actinopterygii",NA,2.07,NA,NA
"Pleurosicya spongicola","Pleurosicya","Gobiidae","Perciformes","Actinopterygii",NA,2,NA,NA
"Plicofollis argyropleuron","Plicofollis","Ariidae","Siluriformes","Actinopterygii",NA,50,NA,NA
"Plicofollis dussumieri","Plicofollis","Ariidae","Siluriformes","Actinopterygii",NA,62,0.167,27
"Plicofollis magatensis","Plicofollis","Ariidae","Siluriformes","Actinopterygii",NA,45,NA,NA
"Plicofollis nella","Plicofollis","Ariidae","Siluriformes","Actinopterygii",NA,47,NA,NA
"Plicofollis platystomus","Plicofollis","Ariidae","Siluriformes","Actinopterygii",NA,31,NA,NA
"Plicofollis polystaphylodon","Plicofollis","Ariidae","Siluriformes","Actinopterygii",NA,35,NA,NA
